id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,applicant_eligibility_status,partnership_requirements,other_requirements,summary,themes,geography,relevance_score,relevance_category,relevance_explanation,deadline_status
eu-ft-horizon-eic-2026-pathfinderchallenges-01-01,Advanced Materials for Miniaturised Energy Harvesting Systems,Horizon Europe,2026-07-22,2026-10-28,"€96,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-eic-2026-pathfinderchallenges-01-01,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Advanced Materials for Miniaturised Energy Harvesting Systems publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-fct-04,"Crime prevention approaches, online and off-line, tackling the nexus between addictions and crime",Horizon Europe,2026-05-06,2026-11-05,"€6,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-04,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Crime prevention approaches, online and off-line, tackling the nexus between addictions and crime publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-drs-01,Designing new ways of risk awareness and enhanced disaster preparedness,Horizon Europe,2026-05-06,2026-11-05,"€6,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-drs-01,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Designing new ways of risk awareness and enhanced disaster preparedness publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-drs-03,"Development of innovative tools, processes, equipment and technologies through responses to disasters and emergencies for search and rescue in hazardous conditions",Horizon Europe,2026-05-06,2026-11-05,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-drs-03,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Development of innovative tools, processes, equipment and technologies through responses to disasters and emergencies for search and rescue in hazardous conditions publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-fct-05,Enhancing the security of citizens against terrorism and lone-actor violence in confined spaces such as schools,Horizon Europe,2026-05-06,2026-11-05,"€9,670,000 total; até €4,835,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Enhancing the security of citizens against terrorism and lone-actor violence in confined spaces such as schools publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-fct-03,Missing persons: prevention and investigation,Horizon Europe,2026-05-06,2026-11-05,"€5,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-03,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Missing persons: prevention and investigation publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-drs-02,Multi-hazard approach and cumulative / cascading impacts,Horizon Europe,2026-05-06,2026-11-05,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-drs-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Multi-hazard approach and cumulative / cascading impacts publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-cerv-2026-daphne-prevention,Preventing gender-based violence,CERV,2026-07-07,2026-11-05,"€21,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/cerv-2026-daphne-prevention,"",Entidades públicas,known,"","","Aviso Preventing gender-based violence publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-cerv-2026-daphne-protection,Protecting and supporting victims and survivors of gender-based violence.,CERV,2026-07-07,2026-11-05,"€21,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/cerv-2026-daphne-protection,"",Entidades públicas,known,"","","Aviso Protecting and supporting victims and survivors of gender-based violence. publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-ssri-03,Public procurement of innovation for security,Horizon Europe,2026-05-06,2026-11-05,"€2,000,000 total; até €2,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-ssri-03,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Public procurement of innovation for security publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-cerv-2026-daphne-children,"Strengthen integrated child protection systems (CPS) incl. via cross-sectoral collaboration, and ensure child-centred, coordinated responses to violence against children, to contribute to the implementation of Commission Recommendation on integrated CPS",CERV,2026-07-07,2026-11-05,"€21,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/cerv-2026-daphne-children,"",Entidades públicas,known,"","","Aviso Strengthen integrated child protection systems (CPS) incl. via cross-sectoral collaboration, and ensure child-centred, coordinated responses to violence against children, to contribute to the implementation of Commission Recommendation on integrated CPS publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-cerv-2026-daphne-regranting,Supporting intermediary organisations (providing financial support to civil society organisations) working in the fields of gender-based violence and violence against children,CERV,2026-07-07,2026-11-05,"€21,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/cerv-2026-daphne-regranting,"",Entidades públicas,known,"","","Aviso Supporting intermediary organisations (providing financial support to civil society organisations) working in the fields of gender-based violence and violence against children publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-cerv-2026-daphne-convention-dir,Supporting the achievement of the objectives of the Council of Europe Convention on preventing and combating violence against women (VAW) and domestic violence in the Union and the implementation of the Directive on combating VAW and domestic violence,CERV,2026-07-07,2026-11-05,"€21,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/cerv-2026-daphne-convention-dir,"",Entidades públicas,known,"","","Aviso Supporting the achievement of the objectives of the Council of Europe Convention on preventing and combating violence against women (VAW) and domestic violence in the Union and the implementation of the Directive on combating VAW and domestic violence publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-infra-03,"Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios",Horizon Europe,2026-05-06,2026-11-05,"€9,000,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-03,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-neb-2026-01-regen-02,Advancing sustainable maintenance and repair measures for existing buildings,Horizon Europe,2026-05-05,2026-12-01,"€10,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-regen-02,"",Municípios ou autoridades locais,known,"","","Aviso Advancing sustainable maintenance and repair measures for existing buildings publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-neb-2026-01-regen-03,Innovative solutions for the sustainable and beautiful use of vertical space,Horizon Europe,2026-05-05,2026-12-01,"€15,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-regen-03,"",Municípios ou autoridades locais,known,"","","Aviso Innovative solutions for the sustainable and beautiful use of vertical space publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-05-soil-02-two-stage,Living Labs for co-creating solutions to reduce eutrophication from agriculture,Horizon Europe,2027-02-04,2027-04-08,"€24,000,000 total; até €12,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-05-soil-02-two-stage,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Living Labs for co-creating solutions to reduce eutrophication from agriculture publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-03-ocean-03,"Green, circular and resilient harbours",Horizon Europe,2027-02-09,2027-09-21,"€11,900,000 total; até €5,950,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-03-ocean-03,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Green, circular and resilient harbours publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-06-soil-cancer,Living labs to monitor and mitigate carcinogenic substances in and originating from soils: Evaluating their effects on human cancer risks,Horizon Europe,2027-02-04,2027-09-21,"€24,000,000 total; até €12,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-06-soil-cancer,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Living labs to monitor and mitigate carcinogenic substances in and originating from soils: Evaluating their effects on human cancer risks publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-circbio-04,Capacity building for extending product lifecycles through repair and refurbishment,Horizon Europe,2027-04-20,2027-09-22,"€9,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-circbio-04,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Capacity building for extending product lifecycles through repair and refurbishment publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-zeropollution-02,Developing effective air quality planning strategies through innovative multi-scale modelling,Horizon Europe,2027-04-20,2027-09-22,"€9,800,000 total; até €4,900,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-zeropollution-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Developing effective air quality planning strategies through innovative multi-scale modelling publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-circbio-05,"Innovative circular solutions for end-of-life footwear through collection, sorting and recycling",Horizon Europe,2027-04-20,2027-09-22,"€9,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-circbio-05,"",Municípios ou autoridades locais,known,"","","Aviso Innovative circular solutions for end-of-life footwear through collection, sorting and recycling publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-02-climate-03,Carbon farming innovation and scale-up,Horizon Europe,2027-04-20,2027-09-23,"€12,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-02-climate-03,"",Entidades públicas,known,"","","Aviso Carbon farming innovation and scale-up publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl2-2027-01-heritage-03,Crafting routes to a circular economy,Horizon Europe,2027-05-13,2027-09-23,"€10,500,000 total; até €3,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-01-heritage-03,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Crafting routes to a circular economy publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-neb-2027-01-regen-02,"Sustainable, beautiful and healthy construction and renovation sites",Horizon Europe,2027-05-05,2027-12-01,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2027-01-regen-02,"",Municípios ou autoridades locais,known,"","","Aviso Sustainable, beautiful and healthy construction and renovation sites publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",59,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl5-2026-11-d3-04,De-risking renewable fuel technologies through transnational pre-commercial procurement of renewable fuel industrial value chains,Horizon Europe,2026-08-04,2026-12-01,"€40,000,000 total; até €40,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2026-11-d3-04,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso De-risking renewable fuel technologies through transnational pre-commercial procurement of renewable fuel industrial value chains publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl5-2026-11-d3-05,Demonstration of solid biofuel supply and conversion to high efficiency CHP from fully sustainable regional value chains,Horizon Europe,2026-08-04,2026-12-01,"€13,500,000 total; até €6,750,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2026-11-d3-05,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Demonstration of solid biofuel supply and conversion to high efficiency CHP from fully sustainable regional value chains publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-neb-2026-01-regen-01,"Sustainable, inclusive, affordable and beautiful solutions for thermal comfort in buildings",Horizon Europe,2026-05-05,2026-12-01,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-regen-01,"",Municípios ou autoridades locais,known,"","","Aviso Sustainable, inclusive, affordable and beautiful solutions for thermal comfort in buildings publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-eit-2026-prize-wip-leadership,Women Leadership Category,Horizon Europe,2026-09-02,2026-12-01,"€100,000 total; até €50,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-eit-2026-prize-wip-leadership,"",Entidades públicas,known,"","","Aviso Women Leadership Category publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
pt2030-8550,Dinamização e realização de cursos de especialização de média duração (summer/ winter schools) em áreas prioritárias do Portugal 2030: edição 2027,PAT2030,2026-10-30,2026-12-11,"€500,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8550,"",Entidades públicas; Entidades privadas,known,"",FEDER · Extra-Regio NUTS II,"Aviso Portugal 2030 para TASO7.1 - Assistência técnica; FEDER; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.","","{""scope""=>""national"", ""areas""=>[""Portugal""]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-digital-eccc-2027-deploy-cyber-11-cyberai,"Cybersecure tools, technologies and services relying on AI",Europa Digital,2026-09-01,2027-01-14,"€15,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/digital-eccc-2027-deploy-cyber-11-cyberai,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Cybersecure tools, technologies and services relying on AI publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-digital-eccc-2027-deploy-cyber-11-ncc,Enhancing the NCC Network,Europa Digital,2026-09-01,2027-01-14,"€11,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/digital-eccc-2027-deploy-cyber-11-ncc,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Enhancing the NCC Network publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-digital-eccc-2027-deploy-cyber-11-regcabh,Regional Cable Hubs,Europa Digital,2026-09-01,2027-01-14,"€5,000,000 total; até €2,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/digital-eccc-2027-deploy-cyber-11-regcabh,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Regional Cable Hubs publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-widera-2027-04-widening-01,Excellence Hubs,Horizon Europe,2026-09-02,2027-03-04,"€100,000,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2027-04-widening-01,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Excellence Hubs publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-widera-2027-05-era-01,Pillar I: Facilitating development of institutional open access policies through the retention of intellectual property rights,Horizon Europe,2026-12-08,2027-03-11,"€2,000,000 total; até €2,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2027-05-era-01,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Pillar I: Facilitating development of institutional open access policies through the retention of intellectual property rights publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-widera-2027-05-era-02,Pillar II: Talent ecosystems for attractive early research careers,Horizon Europe,2026-12-08,2027-03-11,"€29,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2027-05-era-02,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Pillar II: Talent ecosystems for attractive early research careers publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-widera-2027-05-era-04,Pillar III: Promoting public engagement in R&I and scientific literacy,Horizon Europe,2026-12-08,2027-03-11,"€2,000,000 total; até €1,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2027-05-era-04,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"",Pillar III: Promoting public engagement in R&amp;I and scientific literacy,"","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
